transaction_id,total,at,payment_method,truck_name,truck_description,has_card_reader,fsa_rating
1640,840.0,2025-10-22 14:35:00,cash,Kings of Kebabs,Locally-sourced meat cooked over a charcoal grill.,1,2
1641,700.0,2025-10-22 14:37:00,cash,Kings of Kebabs,Locally-sourced meat cooked over a charcoal grill.,1,2
1642,810.0,2025-10-22 14:40:00,cash,Kings of Kebabs,Locally-sourced meat cooked over a charcoal grill.,1,2
1643,840.0,2025-10-22 14:40:00,cash,Kings of Kebabs,Locally-sourced meat cooked over a charcoal grill.,1,2
1645,890.0,2025-10-22 14:42:00,cash,Kings of Kebabs,Locally-sourced meat cooked over a charcoal grill.,1,2
1648,700.0,2025-10-22 14:45:00,cash,Kings of Kebabs,Locally-sourced meat cooked over a charcoal grill.,1,2
1651,700.0,2025-10-22 14:48:00,cash,Kings of Kebabs,Locally-sourced meat cooked over a charcoal grill.,1,2
1652,700.0,2025-10-22 14:50:00,cash,Kings of Kebabs,Locally-sourced meat cooked over a charcoal grill.,1,2
1653,700.0,2025-10-22 14:50:00,cash,Kings of Kebabs,Locally-sourced meat cooked over a charcoal grill.,1,2
1654,819.0,2025-10-22 14:52:00,cash,Kings of Kebabs,Locally-sourced meat cooked over a charcoal grill.,1,2
1656,860.0,2025-10-22 14:52:00,cash,Kings of Kebabs,Locally-sourced meat cooked over a charcoal grill.,1,2
1658,869.0,2025-10-22 14:53:00,cash,Kings of Kebabs,Locally-sourced meat cooked over a charcoal grill.,1,2
1659,840.0,2025-10-22 14:53:00,cash,Kings of Kebabs,Locally-sourced meat cooked over a charcoal grill.,1,2
1662,840.0,2025-10-22 14:59:00,cash,Kings of Kebabs,Locally-sourced meat cooked over a charcoal grill.,1,2
1664,810.0,2025-10-22 14:59:00,cash,Kings of Kebabs,Locally-sourced meat cooked over a charcoal grill.,1,2
1665,810.0,2025-10-22 15:01:00,cash,Kings of Kebabs,Locally-sourced meat cooked over a charcoal grill.,1,2
1667,880.0,2025-10-22 15:26:00,cash,Kings of Kebabs,Locally-sourced meat cooked over a charcoal grill.,1,2
1668,810.0,2025-10-22 15:38:00,cash,Kings of Kebabs,Locally-sourced meat cooked over a charcoal grill.,1,2
1670,890.0,2025-10-22 15:54:00,cash,Kings of Kebabs,Locally-sourced meat cooked over a charcoal grill.,1,2
1671,860.0,2025-10-22 16:07:00,cash,Kings of Kebabs,Locally-sourced meat cooked over a charcoal grill.,1,2
1672,840.0,2025-10-22 16:21:00,cash,Kings of Kebabs,Locally-sourced meat cooked over a charcoal grill.,1,2
1673,850.0,2025-10-22 16:32:00,cash,Kings of Kebabs,Locally-sourced meat cooked over a charcoal grill.,1,2
1674,819.0,2025-10-22 16:41:00,cash,Kings of Kebabs,Locally-sourced meat cooked over a charcoal grill.,1,2
1680,850.0,2025-10-22 17:43:00,cash,Kings of Kebabs,Locally-sourced meat cooked over a charcoal grill.,1,2
1681,700.0,2025-10-22 17:49:00,cash,Kings of Kebabs,Locally-sourced meat cooked over a charcoal grill.,1,2
1682,800.0,2025-10-22 18:00:00,cash,Kings of Kebabs,Locally-sourced meat cooked over a charcoal grill.,1,2
1683,880.0,2025-10-22 18:06:00,cash,Kings of Kebabs,Locally-sourced meat cooked over a charcoal grill.,1,2
1684,880.0,2025-10-22 18:12:00,cash,Kings of Kebabs,Locally-sourced meat cooked over a charcoal grill.,1,2
1685,840.0,2025-10-22 18:18:00,cash,Kings of Kebabs,Locally-sourced meat cooked over a charcoal grill.,1,2
1686,900.0,2025-10-22 18:23:00,cash,Kings of Kebabs,Locally-sourced meat cooked over a charcoal grill.,1,2
1687,880.0,2025-10-22 18:28:00,cash,Kings of Kebabs,Locally-sourced meat cooked over a charcoal grill.,1,2
1688,700.0,2025-10-22 18:31:00,cash,Kings of Kebabs,Locally-sourced meat cooked over a charcoal grill.,1,2
1689,800.0,2025-10-22 18:37:00,cash,Kings of Kebabs,Locally-sourced meat cooked over a charcoal grill.,1,2
1690,700.0,2025-10-22 18:40:00,cash,Kings of Kebabs,Locally-sourced meat cooked over a charcoal grill.,1,2
1695,700.0,2025-10-22 19:04:00,cash,Kings of Kebabs,Locally-sourced meat cooked over a charcoal grill.,1,2
1696,810.0,2025-10-22 19:09:00,cash,Kings of Kebabs,Locally-sourced meat cooked over a charcoal grill.,1,2
1697,819.0,2025-10-22 19:13:00,cash,Kings of Kebabs,Locally-sourced meat cooked over a charcoal grill.,1,2
1698,700.0,2025-10-22 19:15:00,cash,Kings of Kebabs,Locally-sourced meat cooked over a charcoal grill.,1,2
1700,869.0,2025-10-22 19:22:00,cash,Kings of Kebabs,Locally-sourced meat cooked over a charcoal grill.,1,2
1701,700.0,2025-10-22 19:29:00,cash,Kings of Kebabs,Locally-sourced meat cooked over a charcoal grill.,1,2
1702,700.0,2025-10-22 19:32:00,cash,Kings of Kebabs,Locally-sourced meat cooked over a charcoal grill.,1,2
1703,860.0,2025-10-22 19:33:00,cash,Kings of Kebabs,Locally-sourced meat cooked over a charcoal grill.,1,2
1704,800.0,2025-10-22 19:36:00,cash,Kings of Kebabs,Locally-sourced meat cooked over a charcoal grill.,1,2
1707,819.0,2025-10-22 19:38:00,cash,Kings of Kebabs,Locally-sourced meat cooked over a charcoal grill.,1,2
1708,700.0,2025-10-22 19:40:00,cash,Kings of Kebabs,Locally-sourced meat cooked over a charcoal grill.,1,2
1709,869.0,2025-10-22 19:49:00,cash,Kings of Kebabs,Locally-sourced meat cooked over a charcoal grill.,1,2
1712,819.0,2025-10-22 19:59:00,cash,Kings of Kebabs,Locally-sourced meat cooked over a charcoal grill.,1,2
1713,830.0,2025-10-22 19:59:00,cash,Kings of Kebabs,Locally-sourced meat cooked over a charcoal grill.,1,2
1714,700.0,2025-10-22 19:59:00,cash,Kings of Kebabs,Locally-sourced meat cooked over a charcoal grill.,1,2
1715,800.0,2025-10-22 20:04:00,cash,Kings of Kebabs,Locally-sourced meat cooked over a charcoal grill.,1,2
1716,819.0,2025-10-22 20:07:00,cash,Kings of Kebabs,Locally-sourced meat cooked over a charcoal grill.,1,2
1717,890.0,2025-10-22 20:09:00,cash,Kings of Kebabs,Locally-sourced meat cooked over a charcoal grill.,1,2
1718,810.0,2025-10-22 20:12:00,cash,Kings of Kebabs,Locally-sourced meat cooked over a charcoal grill.,1,2
1719,810.0,2025-10-22 20:15:00,cash,Kings of Kebabs,Locally-sourced meat cooked over a charcoal grill.,1,2
1720,869.0,2025-10-22 20:21:00,cash,Kings of Kebabs,Locally-sourced meat cooked over a charcoal grill.,1,2
1721,830.0,2025-10-22 20:25:00,cash,Kings of Kebabs,Locally-sourced meat cooked over a charcoal grill.,1,2
1724,810.0,2025-10-22 20:36:00,cash,Kings of Kebabs,Locally-sourced meat cooked over a charcoal grill.,1,2
1725,700.0,2025-10-22 20:41:00,cash,Kings of Kebabs,Locally-sourced meat cooked over a charcoal grill.,1,2
1726,700.0,2025-10-22 20:44:00,cash,Kings of Kebabs,Locally-sourced meat cooked over a charcoal grill.,1,2
1727,700.0,2025-10-22 20:49:00,cash,Kings of Kebabs,Locally-sourced meat cooked over a charcoal grill.,1,2
1728,810.0,2025-10-22 20:54:00,cash,Kings of Kebabs,Locally-sourced meat cooked over a charcoal grill.,1,2
1729,860.0,2025-10-22 20:55:00,cash,Kings of Kebabs,Locally-sourced meat cooked over a charcoal grill.,1,2
1731,860.0,2025-10-22 20:57:00,cash,Kings of Kebabs,Locally-sourced meat cooked over a charcoal grill.,1,2
1732,840.0,2025-10-22 21:02:00,cash,Kings of Kebabs,Locally-sourced meat cooked over a charcoal grill.,1,2
1735,700.0,2025-10-22 21:08:00,cash,Kings of Kebabs,Locally-sourced meat cooked over a charcoal grill.,1,2
1736,819.0,2025-10-22 21:11:00,cash,Kings of Kebabs,Locally-sourced meat cooked over a charcoal grill.,1,2
1738,869.0,2025-10-22 21:17:00,cash,Kings of Kebabs,Locally-sourced meat cooked over a charcoal grill.,1,2
1739,700.0,2025-10-22 21:22:00,cash,Kings of Kebabs,Locally-sourced meat cooked over a charcoal grill.,1,2
1740,700.0,2025-10-22 21:26:00,cash,Kings of Kebabs,Locally-sourced meat cooked over a charcoal grill.,1,2
1741,700.0,2025-10-22 21:29:00,cash,Kings of Kebabs,Locally-sourced meat cooked over a charcoal grill.,1,2
1743,880.0,2025-10-22 21:35:00,cash,Kings of Kebabs,Locally-sourced meat cooked over a charcoal grill.,1,2
1744,900.0,2025-10-22 21:38:00,cash,Kings of Kebabs,Locally-sourced meat cooked over a charcoal grill.,1,2
1746,850.0,2025-10-22 21:46:00,cash,Kings of Kebabs,Locally-sourced meat cooked over a charcoal grill.,1,2
1747,869.0,2025-10-22 21:50:00,cash,Kings of Kebabs,Locally-sourced meat cooked over a charcoal grill.,1,2
1749,850.0,2025-10-22 21:58:00,cash,Kings of Kebabs,Locally-sourced meat cooked over a charcoal grill.,1,2
1751,810.0,2025-10-22 22:04:00,cash,Kings of Kebabs,Locally-sourced meat cooked over a charcoal grill.,1,2
1752,700.0,2025-10-22 22:06:00,cash,Kings of Kebabs,Locally-sourced meat cooked over a charcoal grill.,1,2
1753,700.0,2025-10-22 22:10:00,cash,Kings of Kebabs,Locally-sourced meat cooked over a charcoal grill.,1,2
1755,700.0,2025-10-22 22:21:00,cash,Kings of Kebabs,Locally-sourced meat cooked over a charcoal grill.,1,2
1756,840.0,2025-10-22 22:23:00,cash,Kings of Kebabs,Locally-sourced meat cooked over a charcoal grill.,1,2
1757,860.0,2025-10-22 22:25:00,cash,Kings of Kebabs,Locally-sourced meat cooked over a charcoal grill.,1,2
1758,880.0,2025-10-22 22:29:00,cash,Kings of Kebabs,Locally-sourced meat cooked over a charcoal grill.,1,2
1760,810.0,2025-10-22 22:38:00,cash,Kings of Kebabs,Locally-sourced meat cooked over a charcoal grill.,1,2
1761,850.0,2025-10-22 22:43:00,cash,Kings of Kebabs,Locally-sourced meat cooked over a charcoal grill.,1,2
1762,840.0,2025-10-22 22:47:00,cash,Kings of Kebabs,Locally-sourced meat cooked over a charcoal grill.,1,2
1765,700.0,2025-10-22 22:57:00,cash,Kings of Kebabs,Locally-sourced meat cooked over a charcoal grill.,1,2
1766,830.0,2025-10-22 23:02:00,cash,Kings of Kebabs,Locally-sourced meat cooked over a charcoal grill.,1,2
1768,880.0,2025-10-22 23:10:00,cash,Kings of Kebabs,Locally-sourced meat cooked over a charcoal grill.,1,2
1770,700.0,2025-10-22 23:19:00,cash,Kings of Kebabs,Locally-sourced meat cooked over a charcoal grill.,1,2
1774,860.0,2025-10-22 23:44:00,cash,Kings of Kebabs,Locally-sourced meat cooked over a charcoal grill.,1,2
1775,700.0,2025-10-22 23:51:00,cash,Kings of Kebabs,Locally-sourced meat cooked over a charcoal grill.,1,2
1776,840.0,2025-10-22 23:56:00,cash,Kings of Kebabs,Locally-sourced meat cooked over a charcoal grill.,1,2
1777,700.0,2025-10-23 14:00:00,cash,Kings of Kebabs,Locally-sourced meat cooked over a charcoal grill.,1,2
1785,700.0,2025-10-23 14:14:00,cash,Kings of Kebabs,Locally-sourced meat cooked over a charcoal grill.,1,2
1795,860.0,2025-10-23 14:56:00,cash,Kings of Kebabs,Locally-sourced meat cooked over a charcoal grill.,1,2
1796,869.0,2025-10-23 15:01:00,cash,Kings of Kebabs,Locally-sourced meat cooked over a charcoal grill.,1,2
1797,850.0,2025-10-23 15:05:00,cash,Kings of Kebabs,Locally-sourced meat cooked over a charcoal grill.,1,2
1802,700.0,2025-10-23 15:36:00,cash,Kings of Kebabs,Locally-sourced meat cooked over a charcoal grill.,1,2
1805,860.0,2025-10-23 16:00:00,cash,Kings of Kebabs,Locally-sourced meat cooked over a charcoal grill.,1,2
1807,900.0,2025-10-23 16:37:00,cash,Kings of Kebabs,Locally-sourced meat cooked over a charcoal grill.,1,2
1811,900.0,2025-10-23 17:17:00,cash,Kings of Kebabs,Locally-sourced meat cooked over a charcoal grill.,1,2
1825,700.0,2025-10-23 19:13:00,cash,Kings of Kebabs,Locally-sourced meat cooked over a charcoal grill.,1,2
1832,700.0,2025-10-23 19:43:00,cash,Kings of Kebabs,Locally-sourced meat cooked over a charcoal grill.,1,2
1838,700.0,2025-10-23 20:29:00,cash,Kings of Kebabs,Locally-sourced meat cooked over a charcoal grill.,1,2
1844,869.0,2025-10-23 21:09:00,cash,Kings of Kebabs,Locally-sourced meat cooked over a charcoal grill.,1,2
1845,830.0,2025-10-23 21:16:00,cash,Kings of Kebabs,Locally-sourced meat cooked over a charcoal grill.,1,2
1847,819.0,2025-10-23 21:25:00,cash,Kings of Kebabs,Locally-sourced meat cooked over a charcoal grill.,1,2
1852,700.0,2025-10-23 22:00:00,cash,Kings of Kebabs,Locally-sourced meat cooked over a charcoal grill.,1,2
1867,869.0,2025-10-23 23:58:00,cash,Kings of Kebabs,Locally-sourced meat cooked over a charcoal grill.,1,2
1868,850.0,2025-10-24 14:02:00,cash,Kings of Kebabs,Locally-sourced meat cooked over a charcoal grill.,1,2
1879,700.0,2025-10-24 14:30:00,cash,Kings of Kebabs,Locally-sourced meat cooked over a charcoal grill.,1,2
1894,830.0,2025-10-24 15:02:00,cash,Kings of Kebabs,Locally-sourced meat cooked over a charcoal grill.,1,2
1900,880.0,2025-10-24 15:48:00,cash,Kings of Kebabs,Locally-sourced meat cooked over a charcoal grill.,1,2
1904,890.0,2025-10-24 16:40:00,cash,Kings of Kebabs,Locally-sourced meat cooked over a charcoal grill.,1,2
1911,700.0,2025-10-24 18:10:00,cash,Kings of Kebabs,Locally-sourced meat cooked over a charcoal grill.,1,2
1919,700.0,2025-10-24 18:57:00,cash,Kings of Kebabs,Locally-sourced meat cooked over a charcoal grill.,1,2
1927,869.0,2025-10-24 19:20:00,cash,Kings of Kebabs,Locally-sourced meat cooked over a charcoal grill.,1,2
1932,700.0,2025-10-24 19:41:00,cash,Kings of Kebabs,Locally-sourced meat cooked over a charcoal grill.,1,2
1936,700.0,2025-10-24 19:57:00,cash,Kings of Kebabs,Locally-sourced meat cooked over a charcoal grill.,1,2
1937,840.0,2025-10-24 20:01:00,cash,Kings of Kebabs,Locally-sourced meat cooked over a charcoal grill.,1,2
1949,700.0,2025-10-24 20:42:00,cash,Kings of Kebabs,Locally-sourced meat cooked over a charcoal grill.,1,2
1952,819.0,2025-10-24 20:52:00,cash,Kings of Kebabs,Locally-sourced meat cooked over a charcoal grill.,1,2
1953,700.0,2025-10-24 20:54:00,cash,Kings of Kebabs,Locally-sourced meat cooked over a charcoal grill.,1,2
1989,850.0,2025-10-25 14:09:00,cash,Kings of Kebabs,Locally-sourced meat cooked over a charcoal grill.,1,2
1990,810.0,2025-10-25 14:10:00,cash,Kings of Kebabs,Locally-sourced meat cooked over a charcoal grill.,1,2
1993,880.0,2025-10-25 14:14:00,cash,Kings of Kebabs,Locally-sourced meat cooked over a charcoal grill.,1,2
1994,900.0,2025-10-25 14:16:00,cash,Kings of Kebabs,Locally-sourced meat cooked over a charcoal grill.,1,2
1995,700.0,2025-10-25 14:18:00,cash,Kings of Kebabs,Locally-sourced meat cooked over a charcoal grill.,1,2
1999,860.0,2025-10-25 14:21:00,cash,Kings of Kebabs,Locally-sourced meat cooked over a charcoal grill.,1,2
2000,869.0,2025-10-25 14:23:00,cash,Kings of Kebabs,Locally-sourced meat cooked over a charcoal grill.,1,2
2002,819.0,2025-10-25 14:28:00,cash,Kings of Kebabs,Locally-sourced meat cooked over a charcoal grill.,1,2
2003,860.0,2025-10-25 14:31:00,cash,Kings of Kebabs,Locally-sourced meat cooked over a charcoal grill.,1,2
2004,880.0,2025-10-25 14:34:00,cash,Kings of Kebabs,Locally-sourced meat cooked over a charcoal grill.,1,2
2007,800.0,2025-10-25 14:39:00,cash,Kings of Kebabs,Locally-sourced meat cooked over a charcoal grill.,1,2
2008,830.0,2025-10-25 14:41:00,cash,Kings of Kebabs,Locally-sourced meat cooked over a charcoal grill.,1,2
2009,880.0,2025-10-25 14:44:00,cash,Kings of Kebabs,Locally-sourced meat cooked over a charcoal grill.,1,2
2010,850.0,2025-10-25 14:48:00,cash,Kings of Kebabs,Locally-sourced meat cooked over a charcoal grill.,1,2
2011,819.0,2025-10-25 14:48:00,cash,Kings of Kebabs,Locally-sourced meat cooked over a charcoal grill.,1,2
2012,810.0,2025-10-25 14:51:00,cash,Kings of Kebabs,Locally-sourced meat cooked over a charcoal grill.,1,2
2013,890.0,2025-10-25 14:54:00,cash,Kings of Kebabs,Locally-sourced meat cooked over a charcoal grill.,1,2
2015,700.0,2025-10-25 14:59:00,cash,Kings of Kebabs,Locally-sourced meat cooked over a charcoal grill.,1,2
2016,860.0,2025-10-25 15:00:00,cash,Kings of Kebabs,Locally-sourced meat cooked over a charcoal grill.,1,2
2017,850.0,2025-10-25 15:12:00,cash,Kings of Kebabs,Locally-sourced meat cooked over a charcoal grill.,1,2
2020,890.0,2025-10-25 15:46:00,cash,Kings of Kebabs,Locally-sourced meat cooked over a charcoal grill.,1,2
2021,700.0,2025-10-25 15:49:00,cash,Kings of Kebabs,Locally-sourced meat cooked over a charcoal grill.,1,2
2022,830.0,2025-10-25 15:58:00,cash,Kings of Kebabs,Locally-sourced meat cooked over a charcoal grill.,1,2
2023,890.0,2025-10-25 16:01:00,cash,Kings of Kebabs,Locally-sourced meat cooked over a charcoal grill.,1,2
2024,860.0,2025-10-25 16:08:00,cash,Kings of Kebabs,Locally-sourced meat cooked over a charcoal grill.,1,2
2025,810.0,2025-10-25 16:16:00,cash,Kings of Kebabs,Locally-sourced meat cooked over a charcoal grill.,1,2
2026,800.0,2025-10-25 16:20:00,cash,Kings of Kebabs,Locally-sourced meat cooked over a charcoal grill.,1,2
2027,900.0,2025-10-25 16:35:00,cash,Kings of Kebabs,Locally-sourced meat cooked over a charcoal grill.,1,2
2031,700.0,2025-10-25 17:14:00,cash,Kings of Kebabs,Locally-sourced meat cooked over a charcoal grill.,1,2
2032,700.0,2025-10-25 17:22:00,cash,Kings of Kebabs,Locally-sourced meat cooked over a charcoal grill.,1,2
2034,840.0,2025-10-25 17:35:00,cash,Kings of Kebabs,Locally-sourced meat cooked over a charcoal grill.,1,2
2036,840.0,2025-10-25 17:55:00,cash,Kings of Kebabs,Locally-sourced meat cooked over a charcoal grill.,1,2
2037,700.0,2025-10-25 17:58:00,cash,Kings of Kebabs,Locally-sourced meat cooked over a charcoal grill.,1,2
2038,700.0,2025-10-25 18:02:00,cash,Kings of Kebabs,Locally-sourced meat cooked over a charcoal grill.,1,2
2039,890.0,2025-10-25 18:11:00,cash,Kings of Kebabs,Locally-sourced meat cooked over a charcoal grill.,1,2
2040,700.0,2025-10-25 18:18:00,cash,Kings of Kebabs,Locally-sourced meat cooked over a charcoal grill.,1,2
2041,700.0,2025-10-25 18:23:00,cash,Kings of Kebabs,Locally-sourced meat cooked over a charcoal grill.,1,2
2042,850.0,2025-10-25 18:28:00,cash,Kings of Kebabs,Locally-sourced meat cooked over a charcoal grill.,1,2
2043,869.0,2025-10-25 18:31:00,cash,Kings of Kebabs,Locally-sourced meat cooked over a charcoal grill.,1,2
2044,700.0,2025-10-25 18:35:00,cash,Kings of Kebabs,Locally-sourced meat cooked over a charcoal grill.,1,2
2045,810.0,2025-10-25 18:39:00,cash,Kings of Kebabs,Locally-sourced meat cooked over a charcoal grill.,1,2
2046,869.0,2025-10-25 18:43:00,cash,Kings of Kebabs,Locally-sourced meat cooked over a charcoal grill.,1,2
2047,700.0,2025-10-25 18:50:00,cash,Kings of Kebabs,Locally-sourced meat cooked over a charcoal grill.,1,2
2048,850.0,2025-10-25 18:57:00,cash,Kings of Kebabs,Locally-sourced meat cooked over a charcoal grill.,1,2
2049,800.0,2025-10-25 19:03:00,cash,Kings of Kebabs,Locally-sourced meat cooked over a charcoal grill.,1,2
2053,819.0,2025-10-25 19:15:00,cash,Kings of Kebabs,Locally-sourced meat cooked over a charcoal grill.,1,2
2054,700.0,2025-10-25 19:20:00,cash,Kings of Kebabs,Locally-sourced meat cooked over a charcoal grill.,1,2
2056,880.0,2025-10-25 19:28:00,cash,Kings of Kebabs,Locally-sourced meat cooked over a charcoal grill.,1,2
2057,850.0,2025-10-25 19:29:00,cash,Kings of Kebabs,Locally-sourced meat cooked over a charcoal grill.,1,2
2059,700.0,2025-10-25 19:36:00,cash,Kings of Kebabs,Locally-sourced meat cooked over a charcoal grill.,1,2
2060,890.0,2025-10-25 19:38:00,cash,Kings of Kebabs,Locally-sourced meat cooked over a charcoal grill.,1,2
2061,880.0,2025-10-25 19:41:00,cash,Kings of Kebabs,Locally-sourced meat cooked over a charcoal grill.,1,2
2062,840.0,2025-10-25 19:42:00,cash,Kings of Kebabs,Locally-sourced meat cooked over a charcoal grill.,1,2
2063,830.0,2025-10-25 19:47:00,cash,Kings of Kebabs,Locally-sourced meat cooked over a charcoal grill.,1,2
2064,810.0,2025-10-25 19:51:00,cash,Kings of Kebabs,Locally-sourced meat cooked over a charcoal grill.,1,2
2065,700.0,2025-10-25 19:51:00,cash,Kings of Kebabs,Locally-sourced meat cooked over a charcoal grill.,1,2
2066,800.0,2025-10-25 19:52:00,cash,Kings of Kebabs,Locally-sourced meat cooked over a charcoal grill.,1,2
2068,850.0,2025-10-25 19:58:00,cash,Kings of Kebabs,Locally-sourced meat cooked over a charcoal grill.,1,2
2069,819.0,2025-10-25 20:01:00,cash,Kings of Kebabs,Locally-sourced meat cooked over a charcoal grill.,1,2
2070,880.0,2025-10-25 20:03:00,cash,Kings of Kebabs,Locally-sourced meat cooked over a charcoal grill.,1,2
2072,840.0,2025-10-25 20:10:00,cash,Kings of Kebabs,Locally-sourced meat cooked over a charcoal grill.,1,2
2074,830.0,2025-10-25 20:21:00,cash,Kings of Kebabs,Locally-sourced meat cooked over a charcoal grill.,1,2
2075,860.0,2025-10-25 20:27:00,cash,Kings of Kebabs,Locally-sourced meat cooked over a charcoal grill.,1,2
2077,860.0,2025-10-25 20:31:00,cash,Kings of Kebabs,Locally-sourced meat cooked over a charcoal grill.,1,2
2081,700.0,2025-10-25 20:39:00,cash,Kings of Kebabs,Locally-sourced meat cooked over a charcoal grill.,1,2
2083,860.0,2025-10-25 20:45:00,cash,Kings of Kebabs,Locally-sourced meat cooked over a charcoal grill.,1,2
2086,880.0,2025-10-25 20:49:00,cash,Kings of Kebabs,Locally-sourced meat cooked over a charcoal grill.,1,2
2088,700.0,2025-10-25 21:01:00,cash,Kings of Kebabs,Locally-sourced meat cooked over a charcoal grill.,1,2
2089,890.0,2025-10-25 21:05:00,cash,Kings of Kebabs,Locally-sourced meat cooked over a charcoal grill.,1,2
2091,890.0,2025-10-25 21:12:00,cash,Kings of Kebabs,Locally-sourced meat cooked over a charcoal grill.,1,2
2092,819.0,2025-10-25 21:14:00,cash,Kings of Kebabs,Locally-sourced meat cooked over a charcoal grill.,1,2
2093,860.0,2025-10-25 21:18:00,cash,Kings of Kebabs,Locally-sourced meat cooked over a charcoal grill.,1,2
2094,700.0,2025-10-25 21:19:00,cash,Kings of Kebabs,Locally-sourced meat cooked over a charcoal grill.,1,2
2097,850.0,2025-10-25 21:28:00,cash,Kings of Kebabs,Locally-sourced meat cooked over a charcoal grill.,1,2
2099,840.0,2025-10-25 21:41:00,cash,Kings of Kebabs,Locally-sourced meat cooked over a charcoal grill.,1,2
2100,890.0,2025-10-25 21:43:00,cash,Kings of Kebabs,Locally-sourced meat cooked over a charcoal grill.,1,2
2101,700.0,2025-10-25 21:48:00,cash,Kings of Kebabs,Locally-sourced meat cooked over a charcoal grill.,1,2
2102,890.0,2025-10-25 21:50:00,cash,Kings of Kebabs,Locally-sourced meat cooked over a charcoal grill.,1,2
2103,700.0,2025-10-25 21:53:00,cash,Kings of Kebabs,Locally-sourced meat cooked over a charcoal grill.,1,2
2104,850.0,2025-10-25 21:55:00,cash,Kings of Kebabs,Locally-sourced meat cooked over a charcoal grill.,1,2
2106,800.0,2025-10-25 22:01:00,cash,Kings of Kebabs,Locally-sourced meat cooked over a charcoal grill.,1,2
2107,700.0,2025-10-25 22:03:00,cash,Kings of Kebabs,Locally-sourced meat cooked over a charcoal grill.,1,2
2110,869.0,2025-10-25 22:12:00,cash,Kings of Kebabs,Locally-sourced meat cooked over a charcoal grill.,1,2
2111,850.0,2025-10-25 22:15:00,cash,Kings of Kebabs,Locally-sourced meat cooked over a charcoal grill.,1,2
2112,819.0,2025-10-25 22:19:00,cash,Kings of Kebabs,Locally-sourced meat cooked over a charcoal grill.,1,2
2113,830.0,2025-10-25 22:23:00,cash,Kings of Kebabs,Locally-sourced meat cooked over a charcoal grill.,1,2
2114,850.0,2025-10-25 22:28:00,cash,Kings of Kebabs,Locally-sourced meat cooked over a charcoal grill.,1,2
2115,700.0,2025-10-25 22:30:00,cash,Kings of Kebabs,Locally-sourced meat cooked over a charcoal grill.,1,2
2116,810.0,2025-10-25 22:33:00,cash,Kings of Kebabs,Locally-sourced meat cooked over a charcoal grill.,1,2
2120,700.0,2025-10-25 22:51:00,cash,Kings of Kebabs,Locally-sourced meat cooked over a charcoal grill.,1,2
2122,700.0,2025-10-25 22:58:00,cash,Kings of Kebabs,Locally-sourced meat cooked over a charcoal grill.,1,2
2123,810.0,2025-10-25 23:01:00,cash,Kings of Kebabs,Locally-sourced meat cooked over a charcoal grill.,1,2
2125,880.0,2025-10-25 23:09:00,cash,Kings of Kebabs,Locally-sourced meat cooked over a charcoal grill.,1,2
2126,700.0,2025-10-25 23:17:00,cash,Kings of Kebabs,Locally-sourced meat cooked over a charcoal grill.,1,2
2129,700.0,2025-10-25 23:33:00,cash,Kings of Kebabs,Locally-sourced meat cooked over a charcoal grill.,1,2
2130,840.0,2025-10-25 23:39:00,cash,Kings of Kebabs,Locally-sourced meat cooked over a charcoal grill.,1,2
2132,869.0,2025-10-25 23:46:00,cash,Kings of Kebabs,Locally-sourced meat cooked over a charcoal grill.,1,2
2134,900.0,2025-10-25 23:58:00,cash,Kings of Kebabs,Locally-sourced meat cooked over a charcoal grill.,1,2
2135,499.0,2025-10-19 09:06:00,card,Cupcakes by Michelle,"Handcrafted cupcakes made with high-quality, organic ingredients.",1,5
2136,199.0,2025-10-19 09:14:00,card,Cupcakes by Michelle,"Handcrafted cupcakes made with high-quality, organic ingredients.",1,5
2137,799.0,2025-10-19 09:24:00,card,Cupcakes by Michelle,"Handcrafted cupcakes made with high-quality, organic ingredients.",1,5
2138,299.0,2025-10-19 09:38:00,card,Cupcakes by Michelle,"Handcrafted cupcakes made with high-quality, organic ingredients.",1,5
2139,499.0,2025-10-19 09:47:00,card,Cupcakes by Michelle,"Handcrafted cupcakes made with high-quality, organic ingredients.",1,5
2140,299.0,2025-10-19 09:51:00,card,Cupcakes by Michelle,"Handcrafted cupcakes made with high-quality, organic ingredients.",1,5
2141,799.0,2025-10-19 10:05:00,card,Cupcakes by Michelle,"Handcrafted cupcakes made with high-quality, organic ingredients.",1,5
2142,1299.0,2025-10-19 10:18:00,card,Cupcakes by Michelle,"Handcrafted cupcakes made with high-quality, organic ingredients.",1,5
2143,299.0,2025-10-19 10:21:00,card,Cupcakes by Michelle,"Handcrafted cupcakes made with high-quality, organic ingredients.",1,5
2144,299.0,2025-10-19 10:29:00,card,Cupcakes by Michelle,"Handcrafted cupcakes made with high-quality, organic ingredients.",1,5
2145,199.0,2025-10-19 10:33:00,card,Cupcakes by Michelle,"Handcrafted cupcakes made with high-quality, organic ingredients.",1,5
2146,499.0,2025-10-19 10:42:00,card,Cupcakes by Michelle,"Handcrafted cupcakes made with high-quality, organic ingredients.",1,5
2147,199.0,2025-10-19 10:48:00,card,Cupcakes by Michelle,"Handcrafted cupcakes made with high-quality, organic ingredients.",1,5
2148,799.0,2025-10-19 10:59:00,card,Cupcakes by Michelle,"Handcrafted cupcakes made with high-quality, organic ingredients.",1,5
