,transaction_id,total,at,payment_method,truck_name,truck_description,has_card_reader,fsa_rating
609,1198,700.0,2025-10-25 13:38:00,card,Burrito Madness,An authentic taste of Mexico.,1,4
610,1199,700.0,2025-10-25 13:40:00,card,Burrito Madness,An authentic taste of Mexico.,1,4
611,1200,1010.0,2025-10-25 13:45:00,card,Burrito Madness,An authentic taste of Mexico.,1,4
612,1201,700.0,2025-10-25 13:52:00,card,Burrito Madness,An authentic taste of Mexico.,1,4
613,1202,700.0,2025-10-25 13:55:00,card,Burrito Madness,An authentic taste of Mexico.,1,4
614,1203,1070.0,2025-10-25 13:58:00,card,Burrito Madness,An authentic taste of Mexico.,1,4
615,1204,700.0,2025-10-25 14:01:00,card,Burrito Madness,An authentic taste of Mexico.,1,4
616,1205,1030.0,2025-10-25 14:03:00,card,Burrito Madness,An authentic taste of Mexico.,1,4
617,1206,700.0,2025-10-25 14:05:00,card,Burrito Madness,An authentic taste of Mexico.,1,4
618,1207,700.0,2025-10-25 14:09:00,card,Burrito Madness,An authentic taste of Mexico.,1,4
619,1208,1070.0,2025-10-25 14:16:00,card,Burrito Madness,An authentic taste of Mexico.,1,4
620,1209,700.0,2025-10-25 14:20:00,card,Burrito Madness,An authentic taste of Mexico.,1,4
621,1210,700.0,2025-10-25 14:24:00,card,Burrito Madness,An authentic taste of Mexico.,1,4
622,1211,810.0,2025-10-25 14:27:00,card,Burrito Madness,An authentic taste of Mexico.,1,4
623,1212,700.0,2025-10-25 14:29:00,card,Burrito Madness,An authentic taste of Mexico.,1,4
624,1213,700.0,2025-10-25 14:34:00,card,Burrito Madness,An authentic taste of Mexico.,1,4
625,1214,700.0,2025-10-25 14:39:00,card,Burrito Madness,An authentic taste of Mexico.,1,4
626,1215,700.0,2025-10-25 14:40:00,card,Burrito Madness,An authentic taste of Mexico.,1,4
627,1216,700.0,2025-10-25 14:44:00,card,Burrito Madness,An authentic taste of Mexico.,1,4
628,1217,1060.0,2025-10-25 14:49:00,card,Burrito Madness,An authentic taste of Mexico.,1,4
629,1218,700.0,2025-10-25 14:52:00,card,Burrito Madness,An authentic taste of Mexico.,1,4
630,1219,700.0,2025-10-25 14:56:00,card,Burrito Madness,An authentic taste of Mexico.,1,4
631,1220,700.0,2025-10-25 14:57:00,card,Burrito Madness,An authentic taste of Mexico.,1,4
632,1221,700.0,2025-10-25 14:57:00,card,Burrito Madness,An authentic taste of Mexico.,1,4
633,1222,700.0,2025-10-25 15:01:00,card,Burrito Madness,An authentic taste of Mexico.,1,4
634,1223,700.0,2025-10-25 15:14:00,card,Burrito Madness,An authentic taste of Mexico.,1,4
635,1224,1030.0,2025-10-25 15:30:00,card,Burrito Madness,An authentic taste of Mexico.,1,4
636,1226,700.0,2025-10-25 15:50:00,card,Burrito Madness,An authentic taste of Mexico.,1,4
637,1227,700.0,2025-10-25 15:55:00,card,Burrito Madness,An authentic taste of Mexico.,1,4
638,1228,860.0,2025-10-25 16:09:00,card,Burrito Madness,An authentic taste of Mexico.,1,4
639,1229,810.0,2025-10-25 16:36:00,card,Burrito Madness,An authentic taste of Mexico.,1,4
640,1230,700.0,2025-10-25 16:49:00,card,Burrito Madness,An authentic taste of Mexico.,1,4
641,1231,960.0,2025-10-25 17:09:00,card,Burrito Madness,An authentic taste of Mexico.,1,4
642,1232,700.0,2025-10-25 17:24:00,card,Burrito Madness,An authentic taste of Mexico.,1,4
643,1233,1060.0,2025-10-25 17:36:00,card,Burrito Madness,An authentic taste of Mexico.,1,4
644,1234,700.0,2025-10-25 17:39:00,card,Burrito Madness,An authentic taste of Mexico.,1,4
645,1235,700.0,2025-10-25 17:55:00,card,Burrito Madness,An authentic taste of Mexico.,1,4
646,1238,700.0,2025-10-25 18:13:00,card,Burrito Madness,An authentic taste of Mexico.,1,4
647,1241,700.0,2025-10-25 18:44:00,card,Burrito Madness,An authentic taste of Mexico.,1,4
648,1242,700.0,2025-10-25 18:59:00,card,Burrito Madness,An authentic taste of Mexico.,1,4
649,1,960.0,2025-10-19 09:04:00,cash,Burrito Madness,An authentic taste of Mexico.,1,4
650,2,700.0,2025-10-19 09:22:00,cash,Burrito Madness,An authentic taste of Mexico.,1,4
651,4,930.0,2025-10-19 09:42:00,cash,Burrito Madness,An authentic taste of Mexico.,1,4
652,7,700.0,2025-10-19 10:32:00,cash,Burrito Madness,An authentic taste of Mexico.,1,4
653,8,700.0,2025-10-19 10:43:00,cash,Burrito Madness,An authentic taste of Mexico.,1,4
654,9,1010.0,2025-10-19 10:49:00,cash,Burrito Madness,An authentic taste of Mexico.,1,4
655,11,830.0,2025-10-19 11:02:00,cash,Burrito Madness,An authentic taste of Mexico.,1,4
656,12,700.0,2025-10-19 11:10:00,cash,Burrito Madness,An authentic taste of Mexico.,1,4
657,15,950.0,2025-10-19 11:20:00,cash,Burrito Madness,An authentic taste of Mexico.,1,4
658,18,700.0,2025-10-19 11:30:00,cash,Burrito Madness,An authentic taste of Mexico.,1,4
659,20,960.0,2025-10-19 11:32:00,cash,Burrito Madness,An authentic taste of Mexico.,1,4
660,22,700.0,2025-10-19 11:39:00,cash,Burrito Madness,An authentic taste of Mexico.,1,4
661,24,1060.0,2025-10-19 11:49:00,cash,Burrito Madness,An authentic taste of Mexico.,1,4
662,25,700.0,2025-10-19 11:51:00,cash,Burrito Madness,An authentic taste of Mexico.,1,4
663,27,969.0,2025-10-19 12:01:00,cash,Burrito Madness,An authentic taste of Mexico.,1,4
664,29,700.0,2025-10-19 12:02:00,cash,Burrito Madness,An authentic taste of Mexico.,1,4
665,32,700.0,2025-10-19 12:06:00,cash,Burrito Madness,An authentic taste of Mexico.,1,4
666,36,700.0,2025-10-19 12:11:00,cash,Burrito Madness,An authentic taste of Mexico.,1,4
667,37,700.0,2025-10-19 12:12:00,cash,Burrito Madness,An authentic taste of Mexico.,1,4
668,38,700.0,2025-10-19 12:14:00,cash,Burrito Madness,An authentic taste of Mexico.,1,4
669,44,990.0,2025-10-19 12:22:00,cash,Burrito Madness,An authentic taste of Mexico.,1,4
670,46,700.0,2025-10-19 12:23:00,cash,Burrito Madness,An authentic taste of Mexico.,1,4
671,48,940.0,2025-10-19 12:26:00,cash,Burrito Madness,An authentic taste of Mexico.,1,4
672,51,700.0,2025-10-19 12:29:00,cash,Burrito Madness,An authentic taste of Mexico.,1,4
673,52,800.0,2025-10-19 12:31:00,cash,Burrito Madness,An authentic taste of Mexico.,1,4
674,55,969.0,2025-10-19 12:34:00,cash,Burrito Madness,An authentic taste of Mexico.,1,4
675,56,700.0,2025-10-19 12:36:00,cash,Burrito Madness,An authentic taste of Mexico.,1,4
676,57,840.0,2025-10-19 12:37:00,cash,Burrito Madness,An authentic taste of Mexico.,1,4
677,58,700.0,2025-10-19 12:38:00,cash,Burrito Madness,An authentic taste of Mexico.,1,4
678,60,860.0,2025-10-19 12:40:00,cash,Burrito Madness,An authentic taste of Mexico.,1,4
679,62,990.0,2025-10-19 12:42:00,cash,Burrito Madness,An authentic taste of Mexico.,1,4
680,63,700.0,2025-10-19 12:43:00,cash,Burrito Madness,An authentic taste of Mexico.,1,4
681,64,700.0,2025-10-19 12:45:00,cash,Burrito Madness,An authentic taste of Mexico.,1,4
682,66,700.0,2025-10-19 12:46:00,cash,Burrito Madness,An authentic taste of Mexico.,1,4
683,71,700.0,2025-10-19 12:49:00,cash,Burrito Madness,An authentic taste of Mexico.,1,4
684,74,700.0,2025-10-19 12:53:00,cash,Burrito Madness,An authentic taste of Mexico.,1,4
685,76,830.0,2025-10-19 12:55:00,cash,Burrito Madness,An authentic taste of Mexico.,1,4
686,77,1090.0,2025-10-19 12:55:00,cash,Burrito Madness,An authentic taste of Mexico.,1,4
687,78,700.0,2025-10-19 12:57:00,cash,Burrito Madness,An authentic taste of Mexico.,1,4
688,82,700.0,2025-10-19 13:01:00,cash,Burrito Madness,An authentic taste of Mexico.,1,4
689,85,700.0,2025-10-19 13:02:00,cash,Burrito Madness,An authentic taste of Mexico.,1,4
690,87,700.0,2025-10-19 13:03:00,cash,Burrito Madness,An authentic taste of Mexico.,1,4
691,89,700.0,2025-10-19 13:04:00,cash,Burrito Madness,An authentic taste of Mexico.,1,4
692,90,700.0,2025-10-19 13:05:00,cash,Burrito Madness,An authentic taste of Mexico.,1,4
693,91,700.0,2025-10-19 13:05:00,cash,Burrito Madness,An authentic taste of Mexico.,1,4
694,94,700.0,2025-10-19 13:06:00,cash,Burrito Madness,An authentic taste of Mexico.,1,4
695,98,700.0,2025-10-19 13:07:00,cash,Burrito Madness,An authentic taste of Mexico.,1,4
696,99,830.0,2025-10-19 13:08:00,cash,Burrito Madness,An authentic taste of Mexico.,1,4
697,101,700.0,2025-10-19 13:11:00,cash,Burrito Madness,An authentic taste of Mexico.,1,4
698,102,700.0,2025-10-19 13:11:00,cash,Burrito Madness,An authentic taste of Mexico.,1,4
699,104,700.0,2025-10-19 13:13:00,cash,Burrito Madness,An authentic taste of Mexico.,1,4
700,106,940.0,2025-10-19 13:14:00,cash,Burrito Madness,An authentic taste of Mexico.,1,4
701,107,700.0,2025-10-19 13:14:00,cash,Burrito Madness,An authentic taste of Mexico.,1,4
702,109,960.0,2025-10-19 13:15:00,cash,Burrito Madness,An authentic taste of Mexico.,1,4
703,110,700.0,2025-10-19 13:16:00,cash,Burrito Madness,An authentic taste of Mexico.,1,4
704,112,700.0,2025-10-19 13:17:00,cash,Burrito Madness,An authentic taste of Mexico.,1,4
705,119,910.0,2025-10-19 13:21:00,cash,Burrito Madness,An authentic taste of Mexico.,1,4
706,121,1050.0,2025-10-19 13:22:00,cash,Burrito Madness,An authentic taste of Mexico.,1,4
707,123,700.0,2025-10-19 13:22:00,cash,Burrito Madness,An authentic taste of Mexico.,1,4
708,125,950.0,2025-10-19 13:22:00,cash,Burrito Madness,An authentic taste of Mexico.,1,4
709,129,700.0,2025-10-19 13:24:00,cash,Burrito Madness,An authentic taste of Mexico.,1,4
710,130,1000.0,2025-10-19 13:25:00,cash,Burrito Madness,An authentic taste of Mexico.,1,4
711,135,880.0,2025-10-19 13:27:00,cash,Burrito Madness,An authentic taste of Mexico.,1,4
712,136,700.0,2025-10-19 13:28:00,cash,Burrito Madness,An authentic taste of Mexico.,1,4
713,139,700.0,2025-10-19 13:28:00,cash,Burrito Madness,An authentic taste of Mexico.,1,4
714,140,700.0,2025-10-19 13:29:00,cash,Burrito Madness,An authentic taste of Mexico.,1,4
715,142,700.0,2025-10-19 13:31:00,cash,Burrito Madness,An authentic taste of Mexico.,1,4
716,144,700.0,2025-10-19 13:34:00,cash,Burrito Madness,An authentic taste of Mexico.,1,4
717,145,700.0,2025-10-19 13:35:00,cash,Burrito Madness,An authentic taste of Mexico.,1,4
718,149,700.0,2025-10-19 13:36:00,cash,Burrito Madness,An authentic taste of Mexico.,1,4
719,151,830.0,2025-10-19 13:38:00,cash,Burrito Madness,An authentic taste of Mexico.,1,4
720,152,930.0,2025-10-19 13:38:00,cash,Burrito Madness,An authentic taste of Mexico.,1,4
721,153,700.0,2025-10-19 13:39:00,cash,Burrito Madness,An authentic taste of Mexico.,1,4
722,154,700.0,2025-10-19 13:40:00,cash,Burrito Madness,An authentic taste of Mexico.,1,4
723,155,700.0,2025-10-19 13:41:00,cash,Burrito Madness,An authentic taste of Mexico.,1,4
724,156,700.0,2025-10-19 13:42:00,cash,Burrito Madness,An authentic taste of Mexico.,1,4
725,157,700.0,2025-10-19 13:43:00,cash,Burrito Madness,An authentic taste of Mexico.,1,4
726,158,700.0,2025-10-19 13:44:00,cash,Burrito Madness,An authentic taste of Mexico.,1,4
727,159,700.0,2025-10-19 13:44:00,cash,Burrito Madness,An authentic taste of Mexico.,1,4
728,161,1019.0,2025-10-19 13:45:00,cash,Burrito Madness,An authentic taste of Mexico.,1,4
729,162,1090.0,2025-10-19 13:45:00,cash,Burrito Madness,An authentic taste of Mexico.,1,4
730,163,890.0,2025-10-19 13:45:00,cash,Burrito Madness,An authentic taste of Mexico.,1,4
731,164,700.0,2025-10-19 13:45:00,cash,Burrito Madness,An authentic taste of Mexico.,1,4
732,165,700.0,2025-10-19 13:45:00,cash,Burrito Madness,An authentic taste of Mexico.,1,4
733,168,1060.0,2025-10-19 13:46:00,cash,Burrito Madness,An authentic taste of Mexico.,1,4
734,169,700.0,2025-10-19 13:47:00,cash,Burrito Madness,An authentic taste of Mexico.,1,4
735,170,700.0,2025-10-19 13:47:00,cash,Burrito Madness,An authentic taste of Mexico.,1,4
736,171,1010.0,2025-10-19 13:48:00,cash,Burrito Madness,An authentic taste of Mexico.,1,4
737,174,700.0,2025-10-19 13:49:00,cash,Burrito Madness,An authentic taste of Mexico.,1,4
738,175,840.0,2025-10-19 13:49:00,cash,Burrito Madness,An authentic taste of Mexico.,1,4
739,179,700.0,2025-10-19 13:52:00,cash,Burrito Madness,An authentic taste of Mexico.,1,4
740,181,700.0,2025-10-19 13:52:00,cash,Burrito Madness,An authentic taste of Mexico.,1,4
741,185,860.0,2025-10-19 13:55:00,cash,Burrito Madness,An authentic taste of Mexico.,1,4
742,186,700.0,2025-10-19 13:55:00,cash,Burrito Madness,An authentic taste of Mexico.,1,4
743,188,700.0,2025-10-19 13:55:00,cash,Burrito Madness,An authentic taste of Mexico.,1,4
744,190,830.0,2025-10-19 13:56:00,cash,Burrito Madness,An authentic taste of Mexico.,1,4
745,191,700.0,2025-10-19 13:58:00,cash,Burrito Madness,An authentic taste of Mexico.,1,4
746,197,700.0,2025-10-19 14:01:00,cash,Burrito Madness,An authentic taste of Mexico.,1,4
747,199,700.0,2025-10-19 14:03:00,cash,Burrito Madness,An authentic taste of Mexico.,1,4
748,200,900.0,2025-10-19 14:04:00,cash,Burrito Madness,An authentic taste of Mexico.,1,4
749,202,700.0,2025-10-19 14:04:00,cash,Burrito Madness,An authentic taste of Mexico.,1,4
750,203,700.0,2025-10-19 14:04:00,cash,Burrito Madness,An authentic taste of Mexico.,1,4
751,204,830.0,2025-10-19 14:05:00,cash,Burrito Madness,An authentic taste of Mexico.,1,4
752,207,700.0,2025-10-19 14:08:00,cash,Burrito Madness,An authentic taste of Mexico.,1,4
753,212,700.0,2025-10-19 14:11:00,cash,Burrito Madness,An authentic taste of Mexico.,1,4
754,213,700.0,2025-10-19 14:11:00,cash,Burrito Madness,An authentic taste of Mexico.,1,4
755,214,700.0,2025-10-19 14:12:00,cash,Burrito Madness,An authentic taste of Mexico.,1,4
756,215,1010.0,2025-10-19 14:12:00,cash,Burrito Madness,An authentic taste of Mexico.,1,4
757,216,700.0,2025-10-19 14:12:00,cash,Burrito Madness,An authentic taste of Mexico.,1,4
758,217,700.0,2025-10-19 14:13:00,cash,Burrito Madness,An authentic taste of Mexico.,1,4
759,219,700.0,2025-10-19 14:13:00,cash,Burrito Madness,An authentic taste of Mexico.,1,4
760,220,700.0,2025-10-19 14:14:00,cash,Burrito Madness,An authentic taste of Mexico.,1,4
761,222,850.0,2025-10-19 14:15:00,cash,Burrito Madness,An authentic taste of Mexico.,1,4
762,224,700.0,2025-10-19 14:16:00,cash,Burrito Madness,An authentic taste of Mexico.,1,4
763,228,700.0,2025-10-19 14:17:00,cash,Burrito Madness,An authentic taste of Mexico.,1,4
764,231,700.0,2025-10-19 14:19:00,cash,Burrito Madness,An authentic taste of Mexico.,1,4
765,232,860.0,2025-10-19 14:20:00,cash,Burrito Madness,An authentic taste of Mexico.,1,4
766,233,700.0,2025-10-19 14:21:00,cash,Burrito Madness,An authentic taste of Mexico.,1,4
767,234,700.0,2025-10-19 14:22:00,cash,Burrito Madness,An authentic taste of Mexico.,1,4
768,236,700.0,2025-10-19 14:23:00,cash,Burrito Madness,An authentic taste of Mexico.,1,4
769,237,700.0,2025-10-19 14:24:00,cash,Burrito Madness,An authentic taste of Mexico.,1,4
770,239,980.0,2025-10-19 14:25:00,cash,Burrito Madness,An authentic taste of Mexico.,1,4
771,241,700.0,2025-10-19 14:27:00,cash,Burrito Madness,An authentic taste of Mexico.,1,4
772,244,700.0,2025-10-19 14:32:00,cash,Burrito Madness,An authentic taste of Mexico.,1,4
773,254,969.0,2025-10-19 14:38:00,cash,Burrito Madness,An authentic taste of Mexico.,1,4
774,255,700.0,2025-10-19 14:39:00,cash,Burrito Madness,An authentic taste of Mexico.,1,4
775,262,700.0,2025-10-19 14:41:00,cash,Burrito Madness,An authentic taste of Mexico.,1,4
776,263,990.0,2025-10-19 14:41:00,cash,Burrito Madness,An authentic taste of Mexico.,1,4
777,266,700.0,2025-10-19 14:43:00,cash,Burrito Madness,An authentic taste of Mexico.,1,4
778,267,700.0,2025-10-19 14:43:00,cash,Burrito Madness,An authentic taste of Mexico.,1,4
779,269,700.0,2025-10-19 14:45:00,cash,Burrito Madness,An authentic taste of Mexico.,1,4
780,271,1030.0,2025-10-19 14:46:00,cash,Burrito Madness,An authentic taste of Mexico.,1,4
781,272,700.0,2025-10-19 14:47:00,cash,Burrito Madness,An authentic taste of Mexico.,1,4
782,273,1070.0,2025-10-19 14:47:00,cash,Burrito Madness,An authentic taste of Mexico.,1,4
783,276,700.0,2025-10-19 14:47:00,cash,Burrito Madness,An authentic taste of Mexico.,1,4
784,279,700.0,2025-10-19 14:48:00,cash,Burrito Madness,An authentic taste of Mexico.,1,4
785,280,700.0,2025-10-19 14:48:00,cash,Burrito Madness,An authentic taste of Mexico.,1,4
786,281,700.0,2025-10-19 14:48:00,cash,Burrito Madness,An authentic taste of Mexico.,1,4
787,284,700.0,2025-10-19 14:50:00,cash,Burrito Madness,An authentic taste of Mexico.,1,4
788,286,700.0,2025-10-19 14:51:00,cash,Burrito Madness,An authentic taste of Mexico.,1,4
789,288,700.0,2025-10-19 14:52:00,cash,Burrito Madness,An authentic taste of Mexico.,1,4
790,292,700.0,2025-10-19 14:52:00,cash,Burrito Madness,An authentic taste of Mexico.,1,4
791,293,700.0,2025-10-19 14:53:00,cash,Burrito Madness,An authentic taste of Mexico.,1,4
792,294,700.0,2025-10-19 14:53:00,cash,Burrito Madness,An authentic taste of Mexico.,1,4
793,295,700.0,2025-10-19 14:54:00,cash,Burrito Madness,An authentic taste of Mexico.,1,4
794,298,700.0,2025-10-19 14:57:00,cash,Burrito Madness,An authentic taste of Mexico.,1,4
795,300,700.0,2025-10-19 14:59:00,cash,Burrito Madness,An authentic taste of Mexico.,1,4
796,301,830.0,2025-10-19 15:00:00,cash,Burrito Madness,An authentic taste of Mexico.,1,4
797,306,700.0,2025-10-19 15:37:00,cash,Burrito Madness,An authentic taste of Mexico.,1,4
798,307,700.0,2025-10-19 15:38:00,cash,Burrito Madness,An authentic taste of Mexico.,1,4
799,308,830.0,2025-10-19 15:47:00,cash,Burrito Madness,An authentic taste of Mexico.,1,4
800,309,700.0,2025-10-19 15:50:00,cash,Burrito Madness,An authentic taste of Mexico.,1,4
801,314,700.0,2025-10-19 16:12:00,cash,Burrito Madness,An authentic taste of Mexico.,1,4
802,315,700.0,2025-10-19 16:25:00,cash,Burrito Madness,An authentic taste of Mexico.,1,4
803,316,840.0,2025-10-19 16:27:00,cash,Burrito Madness,An authentic taste of Mexico.,1,4
804,319,700.0,2025-10-19 16:43:00,cash,Burrito Madness,An authentic taste of Mexico.,1,4
805,321,700.0,2025-10-19 17:31:00,cash,Burrito Madness,An authentic taste of Mexico.,1,4
806,322,940.0,2025-10-19 17:40:00,cash,Burrito Madness,An authentic taste of Mexico.,1,4
807,327,700.0,2025-10-19 18:15:00,cash,Burrito Madness,An authentic taste of Mexico.,1,4
808,328,700.0,2025-10-19 18:25:00,cash,Burrito Madness,An authentic taste of Mexico.,1,4
809,329,700.0,2025-10-19 18:32:00,cash,Burrito Madness,An authentic taste of Mexico.,1,4
810,330,700.0,2025-10-19 18:40:00,cash,Burrito Madness,An authentic taste of Mexico.,1,4
811,333,850.0,2025-10-20 09:19:00,cash,Burrito Madness,An authentic taste of Mexico.,1,4
812,334,700.0,2025-10-20 09:25:00,cash,Burrito Madness,An authentic taste of Mexico.,1,4
813,336,700.0,2025-10-20 09:55:00,cash,Burrito Madness,An authentic taste of Mexico.,1,4
814,339,700.0,2025-10-20 10:29:00,cash,Burrito Madness,An authentic taste of Mexico.,1,4
815,340,700.0,2025-10-20 10:46:00,cash,Burrito Madness,An authentic taste of Mexico.,1,4
816,342,800.0,2025-10-20 11:06:00,cash,Burrito Madness,An authentic taste of Mexico.,1,4
817,343,960.0,2025-10-20 11:11:00,cash,Burrito Madness,An authentic taste of Mexico.,1,4
818,344,700.0,2025-10-20 11:18:00,cash,Burrito Madness,An authentic taste of Mexico.,1,4
819,345,700.0,2025-10-20 11:25:00,cash,Burrito Madness,An authentic taste of Mexico.,1,4
820,346,700.0,2025-10-20 11:26:00,cash,Burrito Madness,An authentic taste of Mexico.,1,4
821,348,700.0,2025-10-20 11:41:00,cash,Burrito Madness,An authentic taste of Mexico.,1,4
822,349,1080.0,2025-10-20 11:49:00,cash,Burrito Madness,An authentic taste of Mexico.,1,4
823,350,1090.0,2025-10-20 11:53:00,cash,Burrito Madness,An authentic taste of Mexico.,1,4
824,351,700.0,2025-10-20 11:55:00,cash,Burrito Madness,An authentic taste of Mexico.,1,4
825,352,700.0,2025-10-20 11:56:00,cash,Burrito Madness,An authentic taste of Mexico.,1,4
826,353,700.0,2025-10-20 12:06:00,cash,Burrito Madness,An authentic taste of Mexico.,1,4
827,354,1100.0,2025-10-20 12:06:00,cash,Burrito Madness,An authentic taste of Mexico.,1,4
828,356,700.0,2025-10-20 12:09:00,cash,Burrito Madness,An authentic taste of Mexico.,1,4
829,358,700.0,2025-10-20 12:16:00,cash,Burrito Madness,An authentic taste of Mexico.,1,4
830,359,700.0,2025-10-20 12:19:00,cash,Burrito Madness,An authentic taste of Mexico.,1,4
831,360,840.0,2025-10-20 12:19:00,cash,Burrito Madness,An authentic taste of Mexico.,1,4
832,362,700.0,2025-10-20 12:25:00,cash,Burrito Madness,An authentic taste of Mexico.,1,4
833,363,1000.0,2025-10-20 12:25:00,cash,Burrito Madness,An authentic taste of Mexico.,1,4
834,364,1030.0,2025-10-20 12:26:00,cash,Burrito Madness,An authentic taste of Mexico.,1,4
835,366,860.0,2025-10-20 12:29:00,cash,Burrito Madness,An authentic taste of Mexico.,1,4
836,367,700.0,2025-10-20 12:33:00,cash,Burrito Madness,An authentic taste of Mexico.,1,4
837,368,910.0,2025-10-20 12:39:00,cash,Burrito Madness,An authentic taste of Mexico.,1,4
838,369,880.0,2025-10-20 12:42:00,cash,Burrito Madness,An authentic taste of Mexico.,1,4
839,370,850.0,2025-10-20 12:44:00,cash,Burrito Madness,An authentic taste of Mexico.,1,4
840,371,700.0,2025-10-20 12:48:00,cash,Burrito Madness,An authentic taste of Mexico.,1,4
841,372,700.0,2025-10-20 12:50:00,cash,Burrito Madness,An authentic taste of Mexico.,1,4
842,373,700.0,2025-10-20 12:50:00,cash,Burrito Madness,An authentic taste of Mexico.,1,4
843,375,700.0,2025-10-20 12:56:00,cash,Burrito Madness,An authentic taste of Mexico.,1,4
844,377,810.0,2025-10-20 13:04:00,cash,Burrito Madness,An authentic taste of Mexico.,1,4
845,378,700.0,2025-10-20 13:07:00,cash,Burrito Madness,An authentic taste of Mexico.,1,4
846,381,700.0,2025-10-20 13:08:00,cash,Burrito Madness,An authentic taste of Mexico.,1,4
847,382,869.0,2025-10-20 13:11:00,cash,Burrito Madness,An authentic taste of Mexico.,1,4
848,383,700.0,2025-10-20 13:16:00,cash,Burrito Madness,An authentic taste of Mexico.,1,4
849,384,1100.0,2025-10-20 13:18:00,cash,Burrito Madness,An authentic taste of Mexico.,1,4
850,385,700.0,2025-10-20 13:19:00,cash,Burrito Madness,An authentic taste of Mexico.,1,4
851,387,700.0,2025-10-20 13:24:00,cash,Burrito Madness,An authentic taste of Mexico.,1,4
852,389,700.0,2025-10-20 13:25:00,cash,Burrito Madness,An authentic taste of Mexico.,1,4
853,391,700.0,2025-10-20 13:26:00,cash,Burrito Madness,An authentic taste of Mexico.,1,4
854,393,869.0,2025-10-20 13:28:00,cash,Burrito Madness,An authentic taste of Mexico.,1,4
855,394,700.0,2025-10-20 13:28:00,cash,Burrito Madness,An authentic taste of Mexico.,1,4
856,395,700.0,2025-10-20 13:28:00,cash,Burrito Madness,An authentic taste of Mexico.,1,4
857,396,969.0,2025-10-20 13:28:00,cash,Burrito Madness,An authentic taste of Mexico.,1,4
858,397,700.0,2025-10-20 13:30:00,cash,Burrito Madness,An authentic taste of Mexico.,1,4
859,400,700.0,2025-10-20 13:35:00,cash,Burrito Madness,An authentic taste of Mexico.,1,4
860,402,980.0,2025-10-20 13:40:00,cash,Burrito Madness,An authentic taste of Mexico.,1,4
861,403,700.0,2025-10-20 13:42:00,cash,Burrito Madness,An authentic taste of Mexico.,1,4
862,404,700.0,2025-10-20 13:44:00,cash,Burrito Madness,An authentic taste of Mexico.,1,4
863,407,969.0,2025-10-20 13:47:00,cash,Burrito Madness,An authentic taste of Mexico.,1,4
864,409,1010.0,2025-10-20 13:52:00,cash,Burrito Madness,An authentic taste of Mexico.,1,4
865,411,1100.0,2025-10-20 13:57:00,cash,Burrito Madness,An authentic taste of Mexico.,1,4
866,412,700.0,2025-10-20 14:00:00,cash,Burrito Madness,An authentic taste of Mexico.,1,4
867,413,800.0,2025-10-20 14:01:00,cash,Burrito Madness,An authentic taste of Mexico.,1,4
868,414,700.0,2025-10-20 14:02:00,cash,Burrito Madness,An authentic taste of Mexico.,1,4
869,416,700.0,2025-10-20 14:06:00,cash,Burrito Madness,An authentic taste of Mexico.,1,4
870,417,700.0,2025-10-20 14:06:00,cash,Burrito Madness,An authentic taste of Mexico.,1,4
871,418,700.0,2025-10-20 14:06:00,cash,Burrito Madness,An authentic taste of Mexico.,1,4
872,419,700.0,2025-10-20 14:08:00,cash,Burrito Madness,An authentic taste of Mexico.,1,4
873,420,700.0,2025-10-20 14:08:00,cash,Burrito Madness,An authentic taste of Mexico.,1,4
874,421,700.0,2025-10-20 14:09:00,cash,Burrito Madness,An authentic taste of Mexico.,1,4
875,422,700.0,2025-10-20 14:11:00,cash,Burrito Madness,An authentic taste of Mexico.,1,4
876,424,700.0,2025-10-20 14:13:00,cash,Burrito Madness,An authentic taste of Mexico.,1,4
877,425,950.0,2025-10-20 14:16:00,cash,Burrito Madness,An authentic taste of Mexico.,1,4
878,426,700.0,2025-10-20 14:16:00,cash,Burrito Madness,An authentic taste of Mexico.,1,4
879,428,700.0,2025-10-20 14:19:00,cash,Burrito Madness,An authentic taste of Mexico.,1,4
880,429,700.0,2025-10-20 14:19:00,cash,Burrito Madness,An authentic taste of Mexico.,1,4
881,433,1070.0,2025-10-20 14:24:00,cash,Burrito Madness,An authentic taste of Mexico.,1,4
882,434,869.0,2025-10-20 14:24:00,cash,Burrito Madness,An authentic taste of Mexico.,1,4
883,435,700.0,2025-10-20 14:27:00,cash,Burrito Madness,An authentic taste of Mexico.,1,4
884,437,700.0,2025-10-20 14:29:00,cash,Burrito Madness,An authentic taste of Mexico.,1,4
885,438,910.0,2025-10-20 14:31:00,cash,Burrito Madness,An authentic taste of Mexico.,1,4
886,440,700.0,2025-10-20 14:37:00,cash,Burrito Madness,An authentic taste of Mexico.,1,4
887,441,700.0,2025-10-20 14:39:00,cash,Burrito Madness,An authentic taste of Mexico.,1,4
888,442,1019.0,2025-10-20 14:41:00,cash,Burrito Madness,An authentic taste of Mexico.,1,4
889,443,1050.0,2025-10-20 14:44:00,cash,Burrito Madness,An authentic taste of Mexico.,1,4
890,444,700.0,2025-10-20 14:46:00,cash,Burrito Madness,An authentic taste of Mexico.,1,4
891,446,700.0,2025-10-20 14:48:00,cash,Burrito Madness,An authentic taste of Mexico.,1,4
892,447,960.0,2025-10-20 14:50:00,cash,Burrito Madness,An authentic taste of Mexico.,1,4
